0	1.363839136
10	0.627542536
20	-0.188217448
30	2.179140168
40	1.676906352
50	3.461871736
60	3.553585288
70	4.97887584
80	8.488210808
90	7.597489792
100	8.633715808
110	7.528821256
120	2.248463504
130	1.647838152
140	-0.757987416
150	-3.861647
160	-3.156616
170	-3.4518474
180	-1.1372458
